File Processed: p.txt

Total Words Processed: 77258
Total Different Words: 5406

WORD                  FREQUENCY     FREQ %
covers                  70           0.091
cpap                     1           0.001
cpm                      1           0.001
cpr                      8           0.010
cpt                      5           0.006
cr                     222           0.287
craft                    1           0.001
crafting                 1           0.001
crash                    3           0.004
cream                    2           0.003
creaming                 2           0.003
creams                   3           0.004
create                  37           0.048
created                  3           0.004
creates                  2           0.003
creating                19           0.025
creation                11           0.014
creative                20           0.026
creativity               4           0.005
credentialing            1           0.001
credit                 386           0.500
creditor                 1           0.001
creditors                1           0.001
credits                265           0.343
crew                     2           0.003
crime                   14           0.018
crimes                   4           0.005
criminal                68           0.088
criminological           1           0.001
criminology              2           0.003
crises                   1           0.001
crisis                   2           0.003
criteria                 2           0.003
critical                35           0.045
critically               4           0.005
criticism                1           0.001
critique                 8           0.010
critiquing               1           0.001
crop                     1           0.001
crops                    1           0.001
cross                    5           0.006
crossover                5           0.006
crowd                    2           0.003
crust                    1           0.001
crustal                  1           0.001
crw                     12           0.016
cryptography             1           0.001
crystal                  1           0.001
css                      3           0.004
ct                       6           0.008
cts                     12           0.016
cuisine                  7           0.009
culinary                19           0.025
culminate                2           0.003
cultivating              1           0.001
cultural                23           0.030
culture                 48           0.062
cultures                11           0.014
curing                   1           0.001
current                 43           0.056
currently                5           0.006
currents                 1           0.001
curricula                3           0.004
curriculum              17           0.022
curvature                1           0.001
curve                    7           0.009
curves                   1           0.001
curvilinear              1           0.001
custards                 1           0.001
custom                   3           0.004
customer                 4           0.005
customize                2           0.003
customizing              1           0.001
cuts                     2           0.003
cuttage                  1           0.001
cvt                     60           0.078
cw                       2           0.003
cyber                    9           0.012
cycle                    4           0.005
cycles                   5           0.006
cycling                  1           0.001
cycloconverters          1           0.001
d                       17           0.022
daa                     80           0.104
daily                    7           0.009
dairy                    1           0.001
damage                   1           0.001
dance                   73           0.094
dancerâ                  1           0.001
danger                   1           0.001
darkroom                 4           0.005
dart                     6           0.008
darwinism                1           0.001
data                    65           0.084
database                18           0.023
databases                8           0.010
date                     1           0.001
dates                    1           0.001
day                      2           0.003
dayle                    1           0.001
days                     1           0.001
dbms                     1           0.001
dc                       7           0.009
deadly                   1           0.001
deaf                    12           0.016
deafness                 2           0.003
dealing                  7           0.009
deals                    5           0.006
dean                     1           0.001
death                    2           0.003
debridement              2           0.003
debt                     3           0.004
debtor                   1           0.001
debug                    1           0.001
debugging                1           0.001
decade                   1           0.001
decimals                 2           0.003
decision                17           0.022
decisions               10           0.013
declared                 1           0.001
decoding                 1           0.001
decorated                2           0.003
decorating               2           0.003
decoration               1           0.001
decorations              1           0.001
deeds                    1           0.001
deepening                1           0.001
defending                2           0.003
defense                 10           0.013
defenses                 2           0.003
defensive                9           0.012
define                   1           0.001
defined                  2           0.003
defines                  1           0.001
defining                 1           0.001
definite                 1           0.001
definition               1           0.001
definitions              2           0.003
deformation              3           0.004
degree                 125           0.162
deh                     60           0.078
delays                   1           0.001
delinquency              4           0.005
deliver                  1           0.001
delivering               1           0.001
delivery                 8           0.010
demand                   1           0.001
demodulation             1           0.001
demodulators             1           0.001
demonstrate             41           0.053
demonstrated             2           0.003
demonstrates             6           0.008
demonstrating            4           0.005
demonstration           17           0.022
demonstrations           8           0.010
demultiplex              1           0.001
denoted                  1           0.001
density                  1           0.001
dental                  45           0.058
dentistry                4           0.005
dentition                1           0.001
dep                      5           0.006
department             222           0.287
departmental            27           0.035
departments              6           0.008
departure                1           0.001
dependence               1           0.001
depending                1           0.001
deploying                1           0.001
deployment               2           0.003
depression               1           0.001
depth                   34           0.044
derivative               1           0.001
derivatives              3           0.004
derived                  1           0.001
des                     40           0.052
described                1           0.001
describes                3           0.004
description              6           0.008
descriptions            15           0.019
descriptive              1           0.001
desensitization          1           0.001
design                 172           0.223
designated               2           0.003
designation              2           0.003
designator               1           0.001
designed               143           0.185
designer                 1           0.001
designers                4           0.005
designing                2           0.003
designs                 10           0.013
desire                   2           0.003
desired                  2           0.003
desires                  1           0.001
desiring                 1           0.001
desk                     2           0.003
desktop                  5           0.006
desolder                 1           0.001
dessert                  2           0.003
desserts                15           0.019
destruction              1           0.001
detail                   8           0.010
detailed                10           0.013
detailing                1           0.001
details                  4           0.005
detect                   2           0.003
detection                7           0.009
detector                 2           0.003
detectors                6           0.008
deter                    1           0.001
deterioration            1           0.001
determinants             1           0.001
determination            4           0.005
determine                8           0.010
determined               1           0.001
determining              3           0.004
detrimental              1           0.001
develop                 67           0.087
developed                2           0.003
developing              22           0.028
development            115           0.149
developmental           26           0.034
developmentjhonors       1           0.001
developments             3           0.004
develops                11           0.014
deviance                 3           0.004
deviant                  4           0.005
device                   4           0.005
devices                 32           0.041
devoted                  2           0.003
diagnosable              1           0.001
diagnoses                2           0.003
diagnosis                9           0.012
diagnostic              20           0.026
diagnostically           1           0.001
diagrams                 5           0.006
dialect                  1           0.001
dialects                 2           0.003
dialog                   1           0.001
dialogue                 3           0.004
diaspora                 1           0.001
diastrophism             1           0.001
dictate                  4           0.005
dictated                 1           0.001
dictation                5           0.006
diction                  3           0.004
didactic                 2           0.003
diet                     4           0.005
dietary                  4           0.005
difference               1           0.001
differences              4           0.005
different               98           0.127
differential             9           0.012
differentiate            1           0.001
differentiation          3           0.004
difficulty               1           0.001
diffraction              2           0.003
dig                     84           0.109
digestion                1           0.001
digestive                1           0.001
digidesignâ              1           0.001
digital                 69           0.089
digits                   1           0.001
dimensional             10           0.013
dimensioning             3           0.004
dimensions               3           0.004
dimming                  1           0.001
dining                   1           0.001
dink                     1           0.001
dinosaurs                1           0.001
diode                    1           0.001
diodes                   2           0.003
dioxide                  1           0.001
direct                   3           0.004
directed                 4           0.005
directing                3           0.004
direction                1           0.001
directions               2           0.003
directly                 1           0.001
director                63           0.082
directories              1           0.001
directors                1           0.001
directory                5           0.006
directorâ                6           0.008
disabilities             3           0.004
disadvantages            1           0.001
disaster                 2           0.003
disasters                4           0.005
disciplinary             2           0.003
discipline              57           0.074
disciplinerelated       12           0.016
disciplines             13           0.017
discourse                4           0.005
discoveries              2           0.003
discovery                2           0.003
discrete                 6           0.008
discretion              60           0.078
discriminatory           1           0.001
discuss                  4           0.005
discussed               19           0.025
discusses                5           0.006
discussion              34           0.044
discussions              7           0.009
disease                 20           0.026
diseases                18           0.023
dishes                   1           0.001
disorder                 2           0.003
disorders                5           0.006
dispersal                1           0.001
dispersion               2           0.003
display                  4           0.005
displays                 1           0.001
disruptions              1           0.001
disseminate              1           0.001
dissent                  1           0.001
dissolution              1           0.001
distance                 1           0.001
distinctive              1           0.001
distinguish              2           0.003
distortion               1           0.001
distributed              3           0.004
distributing             3           0.004
distribution             7           0.009
distributions            4           0.005
diverse                  4           0.005
diversity               12           0.016
divide                   1           0.001
divided                  1           0.001
diving                   1           0.001
division                 5           0.006
divorce                  3           0.004
do                       6           0.008
dobosh                   1           0.001
doctrine                 1           0.001
doctrines                1           0.001
document                 9           0.012
documentary              1           0.001
documentation           14           0.018
documented               2           0.003
documenting              2           0.003
documents               10           0.013
does                    23           0.030
domain                   2           0.003
domains                  1           0.001
domestic                 5           0.006
dominance                1           0.001
dominant                 6           0.008
doppler                  2           0.003
dosage                   2           0.003
dot                      9           0.012
doughs                   2           0.003
draft                    1           0.001
drafting                32           0.041
drainage                 1           0.001
drama                    4           0.005
dramatic                 3           0.004
dramatists               1           0.001
draw                     3           0.004
drawing                 18           0.023
drawings                16           0.021
dressings                1           0.001
dribbling                1           0.001
drills                   1           0.001
drive                    2           0.003
driven                   7           0.009
drivers                  1           0.001
driving                  7           0.009
drop                     1           0.001
dropped                  1           0.001
drug                    11           0.014
drugs                    8           0.010
dsc                      5           0.006
dsp                      2           0.003
duality                  1           0.001
due                      2           0.003
dui                      5           0.006
durations                1           0.001
during                  17           0.022
duties                   4           0.005
dvd                      3           0.004
dynamic                  9           0.012
dynamics                 8           0.010
dysrhythmias             3           0.004
e                       17           0.022
each                   167           0.216
eap                     45           0.058
ear                      5           0.006
earliest                 2           0.003
early                   11           0.014
earn                     7           0.009
earned                  70           0.091
earning                  1           0.001
earth                    7           0.009
earthquake               1           0.001
earthwork                1           0.001
eartraining              1           0.001
ease                     1           0.001
easements                1           0.001
easily                   1           0.001
east                     3           0.004
eastern                  3           0.004
ebird                    1           0.001
ebusiness                1           0.001
ecg                      5           0.006
echocardiography         2           0.003
echocardiology           1           0.001
eco                     27           0.035
ecological               3           0.004
ecology                 17           0.022
economic                16           0.021
economical               1           0.001
economics               19           0.025
economy                  1           0.001
ecosystems               4           0.005
edf                      6           0.008
edg                      4           0.005
edit                     7           0.009
editing                 24           0.031
edition                  1           0.001
editor                   1           0.001
editors                  1           0.001
edp                      1           0.001
edu                      1           0.001
education              134           0.173
educational             13           0.017
educator                22           0.028
educators                2           0.003
eec                      1           0.001
eet                     72           0.093
eex                      1           0.001
effect                   4           0.005
effecting                1           0.001
effective               23           0.030
effectively              5           0.006
effects                 24           0.031
efficiency               1           0.001
efficient                4           0.005
efficiently              2           0.003
efforts                  1           0.001
efs                      1           0.001
egn                     15           0.019
egs                     13           0.017
eh                       4           0.005
eigenvectors             1           0.001
eight                    3           0.004
eighteenth               1           0.001
einstein                 1           0.001
either                  20           0.026
elaborate                1           0.001
elderly                  4           0.005
elective                 7           0.009
electives                1           0.001
electric                 2           0.003
electrical              65           0.084
electricity              4           0.005
electro                  2           0.003
electroacoustics         1           0.001
electrocardiography      3           0.004
electrochemistry         1           0.001
electrolytes             1           0.001
electromagnetic          3           0.004
electromagnetics         1           0.001
electromechanical        4           0.005
electronic              32           0.041
electronica              1           0.001
electronically           1           0.001
electronics             30           0.039
electrophysiologic       1           0.001
electrophysiology        2           0.003
elemental                1           0.001
elementary              23           0.030
elements                26           0.034
elevation                1           0.001
eligibility              1           0.001
eligible                 4           0.005
eliminating              1           0.001
elimination              1           0.001
email                    1           0.001
emancipation             1           0.001
embryology               1           0.001
embryonic                1           0.001
eme                      2           0.003
emerged                  1           0.001
emergence                1           0.001
emergencies             14           0.018
emergency               26           0.034
emergent                 1           0.001
emerging                 6           0.008
emission                 1           0.001
emotional                3           0.004
emotions                 1           0.001
emphasis               180           0.233
emphasize                8           0.010
emphasized               7           0.009
emphasizes              23           0.030
emphasizing             15           0.019
empire                   1           0.001
employ                   2           0.003
employed                 2           0.003
employee                 6           0.008
employees                3           0.004
employer                 2           0.003
employers                2           0.003
employersâ               1           0.001
employment              10           0.013
empty                    1           0.001
ems                     58           0.075
emt                      9           0.012
emulator                 2           0.003
emulsion                 1           0.001
en                       3           0.004
enable                   6           0.008
enabled                  1           0.001
enables                  3           0.004
enabling                 3           0.004
enc                    128           0.166
encoding                 1           0.001
encompasses              3           0.004
encompassing             1           0.001
encounter                1           0.001
encountered              1           0.001
encourage                1           0.001
encouraged               1           0.001
encrypting               1           0.001
encumbrances             1           0.001
end                     13           0.017
endangered               1           0.001
endocrine                3           0.004
endurance                2           0.003
energy                  12           0.016
enforcement             46           0.060
eng                      2           0.003
engage                   1           0.001
engaged                  1           0.001
engages                  1           0.001
engineer                 1           0.001
engineering            142           0.184
engineers                2           0.003
engines                  1           0.001
english                218           0.282
enhance                 40           0.052
enhanced                 4           0.005
enhances                 2           0.003
enhancing                1           0.001
enjoy                    1           0.001
enjoyment                1           0.001
enl                      4           0.005
enlightenment            6           0.008
enrichment               1           0.001
enroll                   2           0.003
enrolled                 1           0.001
enrolling                3           0.004
enrollment               7           0.009
ensemble                17           0.022
ensure                  23           0.030
entail                   4           0.005
enter                    2           0.003
entering                 2           0.003
enterprise               4           0.005
enterprises              1           0.001
entertainment           22           0.028
entities                 3           0.004
entomological            1           0.001
entomology               1           0.001
entrance                 1           0.001
entrepreneur             2           0.003
entrepreneurs            1           0.001
entrepreneurship         1           0.001
entries                  1           0.001
entry                   16           0.021
environment             47           0.061
environmental           12           0.016
environments            10           0.013
eny                      2           0.003
epi                     13           0.017
eprom                    1           0.001
equation                 1           0.001
equations               25           0.032
equids                   1           0.001
equilibria               1           0.001
equilibrium              2           0.003
equipment               57           0.074
equity                   2           0.003
equivalencies            1           0.001
equivalent              14           0.018
era                      3           0.004
erosional                1           0.001
error                    4           0.005
errors                   1           0.001
esc                      1           0.001
escoffier                1           0.001
especially               3           0.004
essay                    2           0.003
essays                   8           0.010
essential                8           0.010
essentials              11           0.014
est                     21           0.027
establish                1           0.001
established              3           0.004
establishing             1           0.001
establishment            1           0.001
establishments           1           0.001
estate                  20           0.026
estates                  1           0.001
esteem                   2           0.003
estimate                 1           0.001
estimates                2           0.003
estimating               5           0.006
estimation               2           0.003
estimations              1           0.001
estuarine                1           0.001
esxi                     1           0.001
etc                     14           0.018
etd                     30           0.039
ethernet                 1           0.001
ethical                 20           0.026
ethics                  23           0.030
ethnic                   3           0.004
ethnicity                3           0.004
ethnobotany              1           0.001
eti                      1           0.001
etiology                 3           0.004
etiquette                7           0.009
etm                      1           0.001
etp                      6           0.008
ets                     35           0.045
euclidean                2           0.003
euh                      4           0.005
eukaryotes               1           0.001
europe                   1           0.001
evacuations              1           0.001
evaluate                 6           0.008
evaluated                2           0.003
evaluating               6           0.008
evaluation              34           0.044
evaluations              1           0.001
event                   13           0.017
events                   6           0.008
everglades               5           0.006
everyday                11           0.014
evidence                13           0.017
evidenced                1           0.001
evolution               11           0.014
evolutionary             1           0.001
exact                    1           0.001
exam                    34           0.044
examination             28           0.036
examinations             5           0.006
examine                  4           0.005
examined                 8           0.010
examiner                 1           0.001
examines                20           0.026
examining                1           0.001
example                  2           0.003
examples                 3           0.004
exams                    3           0.004
excel                    4           0.005
except                   1           0.001
exception                3           0.004
exceptional              4           0.005
exceptionalities         3           0.004
exceptions               1           0.001
excerpts                 1           0.001
exchange                 8           0.010
excluding                7           0.009
execute                  2           0.003
executing                1           0.001
execution                3           0.004
executives               1           0.001
exercise                 6           0.008
exercises               32           0.041
existence                1           0.001
existing                 5           0.006
exit                     2           0.003
exotic                   2           0.003
expand                   5           0.006
expanded                 4           0.005
expands                  3           0.004
expansion                1           0.001
expected                 3           0.004
expenditure              1           0.001
expenses                 1           0.001
experience             164           0.212
experienced              2           0.003
experiences             83           0.107
experiencess             1           0.001
experiential             3           0.004
experimental             4           0.005
experimentation          2           0.003
experimentations         3           0.004
experiments              2           0.003
expert                   1           0.001
explain                  1           0.001
explained                1           0.001
explaining               1           0.001
explains                 3           0.004
explanation              1           0.001
explanations             1           0.001
exploitation             1           0.001
exploration             91           0.118
explorations             2           0.003
explore                 32           0.041
explored                97           0.126
explorer                 1           0.001
explores                14           0.018
exploring               13           0.017
explosive                1           0.001
exponential              5           0.006
exponents                2           0.003
export                   1           0.001
expose                   1           0.001
exposed                  3           0.004
exposes                  2           0.003
exposing                 1           0.001
expository               1           0.001
exposure                 9           0.012
exposures                1           0.001
express                  6           0.008
expressed                8           0.010
expression              10           0.013
expressions              6           0.008
expressive               6           0.008
expressiveness           1           0.001
extemporaneous           2           0.003
extended                 1           0.001
extensible               1           0.001
extension                3           0.004
extensive                7           0.009
extent                   1           0.001
external                 2           0.003
extinctions              1           0.001
extinguishment           1           0.001
extract                  2           0.003
extractions              1           0.001
extremist                1           0.001
extrication              1           0.001
eye                      2           0.003
fabricate                1           0.001
fabricated               1           0.001
face                     2           0.003
facebook                 1           0.001
facets                   2           0.003
facial                   1           0.001
facilitate               1           0.001
facilities              10           0.013
facility                 4           0.005
facing                   2           0.003
factoring                5           0.006
factors                 11           0.014
factual                  3           0.004
faculty                 12           0.016
failed                   3           0.004
failure                  2           0.003
fall                     1           0.001
familiar                10           0.013
familiarity              2           0.003
familiarize              3           0.004
familiarizes             1           0.001
families                 3           0.004
family                  15           0.019
far                      1           0.001
farm                     1           0.001
fat                      1           0.001
fats                     1           0.001
faults                   1           0.001
faulty                   1           0.001
fauna                    1           0.001
fcat                     1           0.001
feature                  6           0.008
features                12           0.016
federal                  4           0.005
fee                    582           0.753
feedback                 2           0.003
feelings                 1           0.001
fees                     3           0.004
feet                     1           0.001
female                   1           0.001
fertilization            2           0.003
fertilizers              1           0.001
fertilizing              1           0.001
fetal                    3           0.004
ffp                     13           0.017
fiber                   14           0.018
fibers                   2           0.003
fiction                 12           0.016
fidelity                 1           0.001
field                   75           0.097
fields                   8           0.010
fighting                 4           0.005
figures                  3           0.004
fil                     39           0.050
file                     7           0.009
files                    7           0.009
filing                   1           0.001
filled                   3           0.004
filling                  2           0.003
fillings                 1           0.001
film                    54           0.070
filmmaking               1           0.001
films                    5           0.006
filter                   2           0.003
filters                  4           0.005
fin                      4           0.005
final                   25           0.032
finance                 11           0.014
finances                 1           0.001
financial               19           0.025
financing                5           0.006
find                     3           0.004
finding                  1           0.001
findings                 6           0.008
fine                    32           0.041
fingerprinting           1           0.001
fingerspelling           3           0.004
finish                   1           0.001
finished                 2           0.003
finishing                4           0.005
fire                    37           0.048
firearms                 4           0.005
firewall                 5           0.006
firewalls               11           0.014
firing                  11           0.014
firm                     1           0.001
first                   19           0.025
fiscal                   1           0.001
fish                     2           0.003
fissure                  1           0.001
fit                      1           0.001
fitness                 18           0.023
five                     1           0.001
fixtures                 1           0.001
flash                    4           0.005
flat                     1           0.001
flavored                 1           0.001
flavors                  1           0.001
flexibility              3           0.004
flip                     1           0.001
flooding                 1           0.001
floodplain               1           0.001
floor                   10           0.013
floors                   1           0.001
flop                     1           0.001
flora                    1           0.001
floral                   1           0.001
flori                    1           0.001
florida                 38           0.049
flours                   1           0.001
flow                     6           0.008
flows                    3           0.004
fluency                  2           0.003
fluent                   1           0.001
fluid                    2           0.003
fluids                   2           0.003
fluoroscopic             1           0.001
fluoroscopy              1           0.001
flyers                   1           0.001
fm                       2           0.003
foaming                  2           0.003
focal                    1           0.001
focus                   38           0.049
focused                  6           0.008
focuses                 38           0.049
focusing                 2           0.003
folders                  1           0.001
folds                    1           0.001
foley                    2           0.003
foliage                  3           0.004
folklore                 1           0.001
follow                   3           0.004
followed                 3           0.004
following               15           0.019
follows                  1           0.001
fonts                    1           0.001
food                    39           0.050
foods                    3           0.004
foodways                 1           0.001
foot                     2           0.003
footers                  2           0.003
footwork                 2           0.003
for                   1025           1.327
force                    4           0.005
forces                   4           0.005
forcing                  1           0.001
fore                     1           0.001
forearm                  1           0.001
forecasting              1           0.001
forehand                 1           0.001
foreign                 23           0.030
forensic                 4           0.005
forensics                5           0.006
forest                   1           0.001
forgiveness            211           0.273
form                    12           0.016
formal                   3           0.004
formalize                1           0.001
format                  13           0.017
formation                3           0.004
formats                  4           0.005
formatting               6           0.008
former                   4           0.005
formerly               172           0.223
formerlycet              1           0.001
forming                  1           0.001
forms                   32           0.041
formulas                 2           0.003
formulate                1           0.001
formulation              1           0.001
forum                    1           0.001
fos                     11           0.014
fossil                   1           0.001
foster                   2           0.003
fosters                  1           0.001
found                    5           0.006
foundation              12           0.016
foundations             11           0.014
four                     8           0.010
fourier                  4           0.005
fours                    1           0.001
fourth                   1           0.001
fractions                2           0.003
frame                    2           0.003
frames                   4           0.005
framework                6           0.008
frc                      1           0.001
fre                     12           0.016
free                     3           0.004
freedom                  1           0.001
freehand                 1           0.001
freelancers              1           0.001
freelancing              1           0.001
french                  20           0.026
frequency                6           0.008
frequently               2           0.003
fresh                    2           0.003
freshman                 7           0.009
freshwater               3           0.004
friandises               2           0.003
friends                  1           0.001
from                    86           0.111
front                    4           0.005
frozen                   2           0.003
fruit                    1           0.001
frying                   1           0.001
fss                     57           0.074
ftp                      1           0.001
full                     7           0.009
fully                    1           0.001
function                25           0.032
functional               5           0.006
functionality            1           0.001
functionally             2           0.003
functions               37           0.048
fundamental             46           0.060
fundamentals            59           0.076
funds                    2           0.003
furnish                  2           0.003
furnished                1           0.001
further                 29           0.038
future                   6           0.008
g                        1           0.001
gain                    12           0.016
gained                   2           0.003
gains                    2           0.003
galantines               1           0.001
galaxies                 1           0.001
gambling                 1           0.001
game                     7           0.009
games                    3           0.004
gangs                    1           0.001
gap                      1           0.001
gaps                     1           0.001
garage                   1           0.001
garde                    1           0.001
gardening                1           0.001
gas                      3           0.004
gases                    2           0.003
gastrointestinal         2           0.003
gate                     2           0.003
gather                   1           0.001
gathering                1           0.001
gaussian                 1           0.001
gd                       1           0.001
gea                      1           0.001
geared                   2           0.003
gears                    1           0.001
geb                     30           0.039
gender                   2           0.003
general                 92           0.119
generate                 1           0.001
generated                1           0.001
generating               2           0.003
generation               3           0.004
generic                  1           0.001
genetic                  1           0.001
genetics                 4           0.005
genitourinary            2           0.003
genre                    5           0.006
genres                   6           0.008
gentle                   1           0.001
geo                      1           0.001
geographic               3           0.004
geography                3           0.004
geologic                 1           0.001
geological               2           0.003
geology                  8           0.010
geometric                4           0.005
geometrical              3           0.004
geometries               1           0.001
geometry                19           0.025
geothermal               1           0.001
ger                      4           0.005
geriatric                1           0.001
german                   7           0.009
germany                  1           0.001
gerontology              1           0.001
get                      2           0.003
giftedness               1           0.001
gilded                   1           0.001
gingival                 1           0.001
give                     4           0.005
given                   29           0.038
gives                    4           0.005
giving                   1           0.001
glaciation               1           0.001
gland                    1           0.001
glands                   1           0.001
glandular                1           0.001
glaze                    1           0.001
glazed                   1           0.001
glazes                   3           0.004
glazing                  1           0.001
global                   7           0.009
globalization            3           0.004
gly                      6           0.008
goal                     3           0.004
goals                    5           0.006
goldon                   1           0.001
golf                     3           0.004
good                    12           0.016
goods                    1           0.001
gopher                   2           0.003
gordon                 101           0.131
govern                   1           0.001
governance               2           0.003
government              11           0.014
governmental             2           0.003
governs                  1           0.001
